                 [µ/?]
       E         Total
     (keV)       cm2 g-1
 1.467300E-02  1.8323E+05
 1.489200E-02  1.7442E+05
 1.492335E-02  1.7320E+05
 1.595306E-02  1.3873E+05
 1.626800E-02  1.2995E+05
 1.651700E-02  1.2337E+05
 1.658340E-02  1.2167E+05
 1.668300E-02  2.0164E+05
 1.693200E-02  1.9175E+05
 1.705382E-02  1.8711E+05
 1.823053E-02  1.4821E+05
 1.948844E-02  1.1621E+05
 2.083314E-02  9.0144E+04
 2.227063E-02  6.9458E+04
 2.380730E-02  5.3349E+04
 2.545001E-02  4.0970E+04
 2.720606E-02  3.1539E+04
 2.908327E-02  2.4390E+04
 3.109002E-02  1.8982E+04
 3.323523E-02  1.4889E+04
 3.552846E-02  1.1783E+04
 3.797993E-02  9.4162E+03
 3.831800E-02  9.1469E+03
 3.890450E-02  8.7070E+03
 3.906090E-02  8.5951E+03
 3.929550E-02  8.5725E+03
 3.988200E-02  8.1927E+03
 4.060054E-02  7.7647E+03
 4.340198E-02  6.4183E+03
 4.639671E-02  5.3921E+03
 4.959809E-02  4.6030E+03
 5.302035E-02  3.9905E+03
 5.667876E-02  3.5091E+03
 6.058959E-02  3.1252E+03
 6.477028E-02  2.8146E+03
 6.923942E-02  2.5580E+03
 7.401695E-02  2.3421E+03
 7.912411E-02  2.1560E+03
 8.458368E-02  1.9926E+03
 8.810200E-02  1.9016E+03
 8.945050E-02  1.8692E+03
 8.981010E-02  1.8608E+03
 9.041995E-02  1.9961E+05
 9.065000E-02  1.9031E+05
 9.169800E-02  1.5337E+05
 9.203750E-02  1.4311E+05
 9.240750E-02  1.3275E+05
 9.296250E-02  2.4084E+05
 9.435000E-02  1.8276E+05
 9.665893E-02  1.1666E+05
 1.033284E-01  3.5704E+04
 1.104581E-01  1.4504E+04
 1.180797E-01  7.8266E+03
 1.262272E-01  5.2169E+03
 1.349368E-01  4.0252E+03
 1.442475E-01  3.4281E+03
 1.542005E-01  3.1245E+03
 1.648404E-01  2.9894E+03
 1.762144E-01  2.9640E+03
 1.788015E-01  2.9696E+03
 1.795203E-01  2.9718E+03
 1.805985E-01  4.4401E+03
 1.832940E-01  4.4477E+03
 1.879640E-01  4.4678E+03
 1.883732E-01  4.4699E+03
 1.908410E-01  4.4840E+03
 1.916082E-01  4.4889E+03
 1.927590E-01  4.9876E+03
 1.956360E-01  5.0063E+03
 2.013709E-01  5.0492E+03
 2.152655E-01  5.1716E+03
 2.301188E-01  5.3132E+03
 2.459970E-01  5.4564E+03
 2.479400E-01  5.4725E+03
 2.517350E-01  5.5029E+03
 2.527470E-01  5.5108E+03
 2.542650E-01  6.1182E+03
 2.580600E-01  6.1414E+03
 2.629708E-01  6.1689E+03
 2.811158E-01  6.2427E+03
 3.005128E-01  6.2664E+03
 3.212482E-01  6.2293E+03
 3.434143E-01  6.1273E+03
 3.671099E-01  5.9604E+03
 3.924405E-01  5.7282E+03
 4.195189E-01  5.4385E+03
 4.484657E-01  5.1068E+03
 4.794098E-01  4.7484E+03
 5.124891E-01  4.3777E+03
 5.478508E-01  4.0064E+03
 5.856525E-01  3.6441E+03
 6.260625E-01  3.2977E+03
 6.692609E-01  2.9718E+03
 7.154399E-01  2.6690E+03
 7.648052E-01  2.3902E+03
 7.650860E-01  2.3888E+03
 7.767965E-01  2.3286E+03
 7.801780E-01  2.3117E+03
 7.846035E-01  1.0088E+04
 7.921195E-01  9.8529E+03
 7.953039E-01  9.7556E+03
 7.963140E-01  1.4835E+04
 8.000805E-01  1.4658E+04
 8.120220E-01  1.4115E+04
 8.175768E-01  1.3872E+04
 8.739896E-01  1.1710E+04
 9.342948E-01  9.9487E+03
 9.987612E-01  8.4934E+03
 1.040956E+00  7.6864E+03
 1.056889E+00  7.4104E+03
 1.061138E+00  7.3392E+03
 1.067676E+00  8.4086E+03
 1.083444E+00  8.1066E+03
 1.113966E+00  7.5644E+03
 1.131017E+00  7.2994E+03
 1.135563E+00  7.2316E+03
 1.141345E+00  7.6202E+03
 1.142384E+00  7.6038E+03
 1.159434E+00  7.3430E+03
 1.220098E+00  6.5376E+03
 1.266944E+00  6.0248E+03
 1.286336E+00  5.8328E+03
 1.291507E+00  5.7834E+03
 1.299264E+00  5.9819E+03
 1.304285E+00  5.9339E+03
 1.318656E+00  5.8001E+03
 1.394281E+00  5.1248E+03
 1.490486E+00  4.4009E+03
 1.593329E+00  3.7702E+03
 1.703269E+00  3.2271E+03
 1.820795E+00  2.7552E+03
 1.946430E+00  2.3525E+03
 2.080733E+00  2.0103E+03
 2.224304E+00  1.7167E+03
 2.377781E+00  1.4648E+03
 2.541848E+00  1.2508E+03
 2.717235E+00  1.0689E+03
 2.904724E+00  9.1456E+02
 3.105150E+00  7.7700E+02
 3.319406E+00  6.5221E+02
 3.548445E+00  5.4751E+02
 3.793288E+00  4.6034E+02
 4.055024E+00  3.8784E+02
 4.334821E+00  3.2745E+02
 4.633924E+00  2.7688E+02
 4.953664E+00  2.3335E+02
 5.142060E+00  2.1187E+02
 5.220765E+00  2.0373E+02
 5.241753E+00  2.0164E+02
 5.273235E+00  6.2030E+02
 5.295467E+00  6.1210E+02
 5.351940E+00  5.9195E+02
 5.511128E+00  5.3987E+02
 5.595482E+00  5.1695E+02
 5.617976E+00  5.1113E+02
 5.651718E+00  6.9891E+02
 5.660855E+00  6.9558E+02
 5.736072E+00  6.6915E+02
 5.869024E+00  6.2612E+02
 5.958856E+00  6.0009E+02
 5.982811E+00  5.9355E+02
 6.018744E+00  6.7530E+02
 6.051453E+00  6.6602E+02
 6.108576E+00  6.5033E+02
 6.469004E+00  5.6370E+02
 6.915365E+00  4.7798E+02
 7.392525E+00  4.0381E+02
 7.902609E+00  3.4029E+02
 8.447890E+00  2.8659E+02
 9.030794E+00  2.4109E+02
 9.653919E+00  2.0169E+02
 1.032004E+01  1.6891E+02
 1.103212E+01  1.4119E+02
 1.179334E+01  1.1785E+02
 1.260708E+01  9.8157E+01
 1.347697E+01  8.1779E+01
 1.440688E+01  6.8210E+01
 1.540095E+01  5.6948E+01
 1.646362E+01  4.7598E+01
 1.759961E+01  3.9831E+01
 1.881398E+01  3.3374E+01
 2.011215E+01  2.7997E+01
 2.149988E+01  2.3517E+01
 2.298338E+01  1.9768E+01
 2.456923E+01  1.6592E+01
 2.626450E+01  1.3920E+01
 2.807676E+01  1.1568E+01
 3.001405E+01  9.6004E+00
 3.208502E+01  7.9810E+00
 3.429889E+01  6.6467E+00
 3.666551E+01  5.5459E+00
