                 [µ/?]
       E         Total
     (keV)       cm2 g-1
 1.069000E-02  9.6199E+04
 1.142761E-02  9.6924E+04
 1.221612E-02  9.7839E+04
 1.305903E-02  9.8922E+04
 1.396010E-02  1.0015E+05
 1.492335E-02  1.0149E+05
 1.595306E-02  1.0285E+05
 1.705382E-02  1.0418E+05
 1.823053E-02  1.0544E+05
 1.948844E-02  1.0660E+05
 2.083314E-02  1.0762E+05
 2.227063E-02  1.0849E+05
 2.380730E-02  1.0917E+05
 2.545001E-02  1.0965E+05
 2.720606E-02  1.0990E+05
 2.908327E-02  1.0991E+05
 3.109002E-02  1.0967E+05
 3.323523E-02  1.0920E+05
 3.552846E-02  1.0847E+05
 3.797993E-02  1.0752E+05
 4.060054E-02  1.0634E+05
 4.340198E-02  1.0495E+05
 4.639671E-02  1.0338E+05
 4.959809E-02  1.0164E+05
 5.302035E-02  9.9415E+04
 5.667876E-02  9.6684E+04
 6.058959E-02  9.3751E+04
 6.477028E-02  9.0650E+04
 6.673800E-02  8.9212E+04
 6.775950E-02  8.8337E+04
 6.803190E-02  8.7907E+04
 6.844050E-02  1.0481E+05
 6.923942E-02  1.0272E+05
 6.946200E-02  1.0215E+05
 7.401695E-02  9.1562E+04
 7.912411E-02  8.1936E+04
 8.458368E-02  7.3820E+04
 9.041995E-02  6.6710E+04
 9.665893E-02  6.0352E+04
 1.033284E-01  5.4620E+04
 1.095640E-01  5.0042E+04
 1.104581E-01  4.9438E+04
 1.112410E-01  4.8920E+04
 1.116882E-01  4.8628E+04
 1.123590E-01  5.1047E+04
 1.140360E-01  4.9994E+04
 1.180797E-01  4.7611E+04
 1.262272E-01  4.3391E+04
 1.349368E-01  3.9572E+04
 1.442475E-01  3.6111E+04
 1.542005E-01  3.2973E+04
 1.648404E-01  3.0122E+04
 1.762144E-01  2.7524E+04
 1.883732E-01  2.5146E+04
 2.013709E-01  2.2959E+04
 2.152655E-01  2.0939E+04
 2.301188E-01  1.9064E+04
 2.459970E-01  1.7320E+04
 2.629708E-01  1.5696E+04
 2.811158E-01  1.4181E+04
 3.005128E-01  1.2763E+04
 3.212482E-01  1.1441E+04
 3.434143E-01  1.0217E+04
 3.671099E-01  9.0893E+03
 3.924405E-01  8.0582E+03
 4.195189E-01  7.1211E+03
 4.484657E-01  6.2749E+03
 4.794098E-01  5.5148E+03
 5.124891E-01  4.8354E+03
 5.478508E-01  4.2312E+03
 5.856525E-01  3.6960E+03
 6.260625E-01  3.2238E+03
 6.692609E-01  2.8086E+03
 7.154399E-01  2.4444E+03
 7.648052E-01  2.1258E+03
 8.175768E-01  1.8478E+03
 8.376060E-01  1.7559E+03
 8.504265E-01  1.7005E+03
 8.544620E-01  1.6836E+03
 8.589735E-01  9.9522E+03
 8.675405E-01  9.7031E+03
 8.710281E-01  9.6042E+03
 8.717940E-01  9.5826E+03
 8.739896E-01  1.3547E+04
 8.762595E-01  1.3457E+04
 8.893380E-01  1.2957E+04
 9.342948E-01  1.1421E+04
 9.879380E-01  9.9100E+03
 9.987612E-01  9.6410E+03
 1.003060E+00  9.5360E+03
 1.007092E+00  9.4386E+03
 1.013141E+00  1.0573E+04
 1.028262E+00  1.0196E+04
 1.067676E+00  9.2996E+03
 1.141345E+00  7.9192E+03
 1.220098E+00  6.7538E+03
 1.304285E+00  5.7632E+03
 1.394281E+00  4.9036E+03
 1.490486E+00  4.1573E+03
 1.593329E+00  3.5036E+03
 1.703269E+00  2.9519E+03
 1.820795E+00  2.4871E+03
 1.946430E+00  2.0960E+03
 2.080733E+00  1.7652E+03
 2.224304E+00  1.4847E+03
 2.377781E+00  1.2493E+03
 2.541848E+00  1.0519E+03
 2.717235E+00  8.8628E+02
 2.904724E+00  7.4738E+02
 3.105150E+00  6.2692E+02
 3.319406E+00  5.2336E+02
 3.548445E+00  4.3590E+02
 3.793288E+00  3.6208E+02
 4.055024E+00  3.0119E+02
 4.334821E+00  2.5093E+02
 4.633924E+00  2.0839E+02
 4.953664E+00  1.7316E+02
 5.295467E+00  1.4406E+02
 5.660855E+00  1.1998E+02
 6.051453E+00  1.0006E+02
 6.469004E+00  8.3554E+01
 6.915365E+00  6.9859E+01
 7.392525E+00  5.8485E+01
 7.902609E+00  4.9027E+01
 8.166144E+00  4.4977E+01
 8.291136E+00  4.3221E+01
 8.324467E+00  4.2769E+01
 8.374464E+00  3.3391E+02
 8.447890E+00  3.2545E+02
 8.499456E+00  3.1967E+02
 9.030794E+00  2.7180E+02
 9.653919E+00  2.2970E+02
 1.032004E+01  1.9252E+02
 1.103212E+01  1.6054E+02
 1.179334E+01  1.3407E+02
 1.260708E+01  1.1200E+02
 1.347697E+01  9.3573E+01
 1.440688E+01  7.8199E+01
 1.540095E+01  6.5367E+01
 1.646362E+01  5.4649E+01
 1.759961E+01  4.5418E+01
 1.881398E+01  3.7707E+01
 2.011215E+01  3.1316E+01
 2.149988E+01  2.6017E+01
 2.298338E+01  2.1609E+01
 2.456923E+01  1.7956E+01
 2.626450E+01  1.4927E+01
 2.807676E+01  1.2361E+01
 3.001405E+01  1.0228E+01
 3.208502E+01  8.4690E+00
 3.429889E+01  7.0190E+00
 3.666551E+01  5.8159E+00
 3.919543E+01  4.8054E+00
 4.189992E+01  3.9760E+00
 4.479101E+01  3.2952E+00
 4.788159E+01  2.7362E+00
 5.118542E+01  2.2770E+00
 5.471721E+01  1.8995E+00
 5.849270E+01  1.5892E+00
 6.252870E+01  1.3339E+00
 6.684318E+01  1.1238E+00
 7.145536E+01  9.5072E-01
 7.638578E+01  8.0808E-01
 8.165640E+01  6.8970E-01
 8.729069E+01  5.9076E-01
 9.331374E+01  5.0932E-01
 9.975239E+01  4.4215E-01
 1.066353E+02  3.8667E-01
 1.139931E+02  3.4073E-01
 1.218587E+02  3.0261E-01
 1.302669E+02  2.7088E-01
 1.392553E+02  2.4438E-01
 1.488640E+02  2.2215E-01
 1.591356E+02  2.0343E-01
 1.701159E+02  1.8758E-01
 1.818539E+02  1.7408E-01
 1.944018E+02  1.6252E-01
 2.078156E+02  1.5253E-01
 2.221548E+02  1.4383E-01
 2.374835E+02  1.3620E-01
 2.538699E+02  1.2947E-01
 2.713869E+02  1.2344E-01
 2.901126E+02  1.1802E-01
 3.101304E+02  1.1309E-01
 3.315294E+02  1.0857E-01
 3.544049E+02  1.0440E-01
 3.788588E+02  1.0052E-01
 4.050001E+02  9.6876E-02
 4.329451E+02  9.3442E-02
