                 [µ/?]
       E         Total
     (keV)       cm2 g-1
 5.165700E-02  5.7335E+04
 5.242800E-02  6.0975E+04
 5.302035E-02  6.3888E+04
 5.667876E-02  8.4293E+04
 6.058959E-02  1.0711E+05
 6.477028E-02  1.2754E+05
 6.923942E-02  1.4365E+05
 7.401695E-02  1.5428E+05
 7.912411E-02  1.5914E+05
 8.458368E-02  1.5862E+05
 8.761200E-02  1.5648E+05
 8.895300E-02  1.5520E+05
 8.931060E-02  1.5483E+05
 8.984700E-02  1.6588E+05
 9.041995E-02  1.6527E+05
 9.118800E-02  1.6441E+05
 9.665893E-02  1.5720E+05
 1.033284E-01  1.4681E+05
 1.104581E-01  1.3492E+05
 1.180797E-01  1.2237E+05
 1.262272E-01  1.0979E+05
 1.349368E-01  9.7637E+04
 1.442475E-01  8.6210E+04
 1.542005E-01  7.5677E+04
 1.648404E-01  6.6114E+04
 1.762144E-01  5.7534E+04
 1.883732E-01  4.9906E+04
 2.013709E-01  4.3172E+04
 2.152655E-01  3.7255E+04
 2.301188E-01  3.2070E+04
 2.459970E-01  2.7545E+04
 2.629708E-01  2.3613E+04
 2.811158E-01  2.0206E+04
 3.005128E-01  1.7263E+04
 3.212482E-01  1.4726E+04
 3.434143E-01  1.2544E+04
 3.671099E-01  1.0671E+04
 3.924405E-01  9.0646E+03
 4.195189E-01  7.6895E+03
 4.484657E-01  6.5149E+03
 4.794098E-01  5.5133E+03
 5.124891E-01  4.6607E+03
 5.478508E-01  3.9362E+03
 5.856525E-01  3.3217E+03
 6.260625E-01  2.8010E+03
 6.692609E-01  2.3608E+03
 7.154399E-01  1.9888E+03
 7.648052E-01  1.6750E+03
 8.175768E-01  1.4105E+03
 8.739896E-01  1.1878E+03
 9.342948E-01  1.0003E+03
 9.987612E-01  8.4101E+02
 1.067676E+00  6.9765E+02
 1.141345E+00  5.7942E+02
 1.220098E+00  4.8190E+02
 1.278900E+00  4.2352E+02
 1.298475E+00  4.0630E+02
 1.304285E+00  4.0137E+02
 1.311525E+00  5.2285E+03
 1.331100E+00  5.1935E+03
 1.394281E+00  4.9681E+03
 1.490486E+00  4.2665E+03
 1.593329E+00  3.5385E+03
 1.703269E+00  2.9001E+03
 1.820795E+00  2.4169E+03
 1.946430E+00  2.0239E+03
 2.080733E+00  1.7012E+03
 2.224304E+00  1.4323E+03
 2.377781E+00  1.2060E+03
 2.541848E+00  1.0143E+03
 2.717235E+00  8.4855E+02
 2.904724E+00  7.0792E+02
 3.105150E+00  5.8827E+02
 3.319406E+00  4.8705E+02
 3.548445E+00  4.0329E+02
 3.793288E+00  3.3397E+02
 4.055024E+00  2.7660E+02
 4.334821E+00  2.2912E+02
 4.633924E+00  1.8981E+02
 4.953664E+00  1.5727E+02
 5.295467E+00  1.3034E+02
 5.660855E+00  1.0801E+02
 6.051453E+00  8.8872E+01
 6.469004E+00  7.3140E+01
 6.915365E+00  6.0208E+01
 7.392525E+00  4.9578E+01
 7.902609E+00  4.0836E+01
 8.447890E+00  3.3649E+01
 9.030794E+00  2.7683E+01
 9.653919E+00  2.2628E+01
 1.032004E+01  1.8507E+01
 1.103212E+01  1.5147E+01
 1.179334E+01  1.2406E+01
 1.260708E+01  1.0171E+01
 1.347697E+01  8.3468E+00
 1.440688E+01  6.8581E+00
 1.540095E+01  5.6427E+00
 1.646362E+01  4.6500E+00
 1.759961E+01  3.8391E+00
 1.881398E+01  3.1763E+00
 2.011215E+01  2.6344E+00
 2.149988E+01  2.1912E+00
 2.298338E+01  1.8284E+00
 2.456923E+01  1.5313E+00
 2.626450E+01  1.2879E+00
 2.807676E+01  1.0848E+00
 3.001405E+01  9.1596E-01
 3.208502E+01  7.7843E-01
 3.429889E+01  6.6626E-01
 3.666551E+01  5.7464E-01
 3.919543E+01  4.9970E-01
 4.189992E+01  4.3827E-01
 4.479101E+01  3.8781E-01
 4.788159E+01  3.4628E-01
 5.118542E+01  3.1201E-01
 5.471721E+01  2.8363E-01
 5.849270E+01  2.6004E-01
 6.252870E+01  2.4033E-01
 6.684318E+01  2.2379E-01
 7.145536E+01  2.0982E-01
 7.638578E+01  1.9792E-01
 8.165640E+01  1.8772E-01
 8.729069E+01  1.7890E-01
 9.331374E+01  1.7120E-01
 9.975239E+01  1.6440E-01
 1.066353E+02  1.5834E-01
 1.139931E+02  1.5287E-01
 1.218587E+02  1.4789E-01
 1.302669E+02  1.4329E-01
 1.392553E+02  1.3901E-01
 1.488640E+02  1.3500E-01
 1.591356E+02  1.3119E-01
 1.701159E+02  1.2755E-01
 1.818539E+02  1.2406E-01
 1.944018E+02  1.2068E-01
 2.078156E+02  1.1739E-01
 2.221548E+02  1.1419E-01
 2.374835E+02  1.1105E-01
 2.538699E+02  1.0798E-01
 2.713869E+02  1.0496E-01
 2.901126E+02  1.0198E-01
 3.101304E+02  9.9053E-02
 3.315294E+02  9.6167E-02
 3.544049E+02  9.3324E-02
 3.788588E+02  9.0520E-02
 4.050001E+02  8.7759E-02
 4.329451E+02  8.5040E-02
