                 [µ/?]
       E         Total
     (keV)       cm2 g-1
 8.643000E-03  1.3535E+03
 8.772000E-03  1.3053E+03
 9.212000E-03  1.1577E+03
 9.353000E-03  1.1154E+03
 9.390600E-03  1.1045E+03
 9.447000E-03  4.7604E+03
 9.588000E-03  4.5903E+03
 1.069000E-02  3.5911E+03
 1.142761E-02  3.2446E+03
 1.221612E-02  3.0589E+03
 1.305903E-02  2.9899E+03
 1.396010E-02  3.0132E+03
 1.492335E-02  3.1152E+03
 1.595306E-02  3.2894E+03
 1.705382E-02  3.5336E+03
 1.823053E-02  3.8482E+03
 1.948844E-02  4.2356E+03
 2.083314E-02  4.6991E+03
 2.227063E-02  5.2421E+03
 2.380730E-02  5.8681E+03
 2.489200E-02  6.3334E+03
 2.527300E-02  6.5008E+03
 2.537460E-02  6.5458E+03
 2.545001E-02  1.2384E+05
 2.552700E-02  1.2278E+05
 2.590800E-02  1.1775E+05
 2.720606E-02  1.0281E+05
 2.908327E-02  8.5574E+04
 3.109002E-02  7.0367E+04
 3.323523E-02  5.7703E+04
 3.552846E-02  4.7723E+04
 3.797993E-02  4.0199E+04
 3.822000E-02  3.9601E+04
 3.880500E-02  3.8233E+04
 3.896100E-02  3.7888E+04
 3.919500E-02  3.7608E+04
 3.978000E-02  3.6435E+04
 4.060054E-02  3.4958E+04
 4.340198E-02  3.1126E+04
 4.639671E-02  2.8525E+04
 4.959809E-02  2.6789E+04
 5.302035E-02  2.5638E+04
 5.667876E-02  2.4895E+04
 6.058959E-02  2.4407E+04
 6.477028E-02  2.4067E+04
 6.923942E-02  2.3796E+04
 7.401695E-02  2.3544E+04
 7.912411E-02  2.3275E+04
 8.458368E-02  2.2968E+04
 9.041995E-02  2.2615E+04
 9.665893E-02  2.2210E+04
 1.0000000E-01  2.1986E+04
 1.0050000E-01  2.1951E+04
 1.0100250E-01  2.1917E+04
 1.0150751E-01  2.1883E+04
 1.0201505E-01  2.1848E+04
 1.0252513E-01  2.1813E+04
 1.0303775E-01  2.1777E+04
 1.0355294E-01  2.1742E+04
 1.0407070E-01  2.1706E+04
 1.0459106E-01  2.1670E+04
 1.0511401E-01  2.1634E+04
 1.0563958E-01  2.1597E+04
 1.0616778E-01  2.1560E+04
 1.0669862E-01  2.1523E+04
 1.0723211E-01  2.1486E+04
 1.0776827E-01  2.1449E+04
 1.0830712E-01  2.1411E+04
 1.0884865E-01  2.1373E+04
 1.0939289E-01  2.1335E+04
 1.0993986E-01  2.1297E+04
 1.1048956E-01  2.1258E+04
 1.1104201E-01  2.1220E+04
