                 [µ/?]
       E         Total
     (keV)       cm2 g-1
 1.066532E-02  2.5893E+05
 1.069000E-02  2.5709E+05
 1.082450E-02  2.4736E+05
 1.142761E-02  2.0924E+05
 1.221612E-02  1.7023E+05
 1.305903E-02  1.3827E+05
 1.396010E-02  1.1206E+05
 1.486167E-02  9.1808E+04
 1.492335E-02  9.0598E+04
 1.508915E-02  8.7442E+04
 1.514981E-02  8.6322E+04
 1.524080E-02  2.0731E+05
 1.546827E-02  1.9548E+05
 1.595306E-02  1.7297E+05
 1.705382E-02  1.3297E+05
 1.823053E-02  1.0376E+05
 1.948844E-02  8.2163E+04
 2.083314E-02  6.5763E+04
 2.227063E-02  5.3048E+04
 2.380730E-02  4.3030E+04
 2.545001E-02  3.5038E+04
 2.720606E-02  2.8601E+04
 2.731051E-02  2.8270E+04
 2.772853E-02  2.7000E+04
 2.784000E-02  2.6674E+04
 2.800721E-02  2.8550E+04
 2.842523E-02  2.7240E+04
 2.908327E-02  2.5338E+04
 3.109002E-02  2.0536E+04
 3.323523E-02  1.6682E+04
 3.552846E-02  1.3576E+04
 3.797993E-02  1.1060E+04
 4.060054E-02  9.0171E+03
 4.340198E-02  7.3563E+03
 4.639671E-02  6.0089E+03
 4.959809E-02  4.9170E+03
 5.302035E-02  4.0324E+03
 5.346183E-02  3.9350E+03
 5.428013E-02  3.7629E+03
 5.449834E-02  3.7189E+03
 5.482565E-02  3.2358E+04
 5.564395E-02  3.4772E+04
 5.667876E-02  3.8107E+04
 5.834708E-02  4.4199E+04
 5.924014E-02  4.7848E+04
 5.947829E-02  4.8870E+04
 5.983552E-02  8.1488E+04
 6.058959E-02  8.6336E+04
 6.072859E-02  8.7206E+04
 6.477028E-02  1.0782E+05
 6.923942E-02  1.1564E+05
 7.401695E-02  1.0442E+05
 7.912411E-02  8.2662E+04
 8.458368E-02  5.9546E+04
 9.041995E-02  4.0300E+04
 9.665893E-02  2.6327E+04
 1.033284E-01  1.6975E+04
 1.104581E-01  1.0999E+04
 1.180797E-01  7.2593E+03
 1.262272E-01  4.9303E+03
 1.302983E-01  4.1509E+03
 1.322926E-01  3.8340E+03
 1.328244E-01  3.7556E+03
 1.336222E-01  5.5262E+03
 1.349368E-01  5.2968E+03
 1.356165E-01  5.1841E+03
 1.442475E-01  4.0329E+03
 1.542005E-01  3.1641E+03
 1.648404E-01  2.5693E+03
 1.656291E-01  2.5344E+03
 1.681643E-01  2.4290E+03
 1.688403E-01  2.4025E+03
 1.698543E-01  3.3471E+03
 1.723895E-01  3.1993E+03
 1.762144E-01  2.9983E+03
 1.883732E-01  2.4961E+03
 2.013709E-01  2.1251E+03
 2.152655E-01  1.8502E+03
 2.156348E-01  1.8441E+03
 2.189353E-01  1.7921E+03
 2.198155E-01  1.7788E+03
 2.211357E-01  1.9154E+03
 2.244362E-01  1.8686E+03
 2.301188E-01  1.7959E+03
 2.340857E-01  1.7501E+03
 2.376687E-01  1.7118E+03
 2.386241E-01  1.7021E+03
 2.400573E-01  1.7939E+03
 2.415586E-01  1.7895E+03
 2.436403E-01  1.7855E+03
 2.452560E-01  1.7843E+03
 2.459970E-01  1.7843E+03
 2.462419E-01  1.7844E+03
 2.477208E-01  1.8630E+03
 2.514182E-01  1.8921E+03
 2.629708E-01  2.0924E+03
 2.811158E-01  2.8298E+03
 3.005128E-01  4.1587E+03
 3.212482E-01  6.0069E+03
 3.434143E-01  8.1180E+03
 3.671099E-01  1.0145E+04
 3.924405E-01  1.1782E+04
 4.195189E-01  1.2848E+04
 4.484657E-01  1.3306E+04
 4.794098E-01  1.3220E+04
 5.0000000E-01  1.2941E+04
 5.0250000E-01  1.2899E+04
 5.0501250E-01  1.2854E+04
 5.0753756E-01  1.2808E+04
 5.1007525E-01  1.2760E+04
 5.1262563E-01  1.2711E+04
 5.1518875E-01  1.2660E+04
 5.1776470E-01  1.2607E+04
 5.2035352E-01  1.2553E+04
 5.2295529E-01  1.2497E+04
 5.2557007E-01  1.2440E+04
 5.2819792E-01  1.2382E+04
 5.3083891E-01  1.2323E+04
 5.3349310E-01  1.2262E+04
 5.3616057E-01  1.2200E+04
 5.3884137E-01  1.2137E+04
 5.4153558E-01  1.2072E+04
 5.4424325E-01  1.2007E+04
 5.4696447E-01  1.1941E+04
 5.4969929E-01  1.1874E+04
 5.5244779E-01  1.1806E+04
 5.5521003E-01  1.1737E+04
 5.5798608E-01  1.1667E+04
 5.6077601E-01  1.1597E+04
 5.6357989E-01  1.1525E+04
 5.6639779E-01  1.1454E+04
 5.6922978E-01  1.1381E+04
 5.7207593E-01  1.1308E+04
 5.7493630E-01  1.1234E+04
 5.7662439E-01  1.1190E+04
 5.7737565E-01  1.1981E+04
 5.7781099E-01  1.1970E+04
 5.8070004E-01  1.1898E+04
 5.8360354E-01  1.1827E+04
 5.8652156E-01  1.1754E+04
