                 [µ/?]
       E         Total
     (keV)       cm2 g-1
 1.069000E-02  1.8382E+05
 1.142761E-02  1.8260E+05
 1.221612E-02  1.8082E+05
 1.305903E-02  1.7848E+05
 1.396010E-02  1.7555E+05
 1.492335E-02  1.7204E+05
 1.595306E-02  1.6797E+05
 1.705382E-02  1.6337E+05
 1.823053E-02  1.5828E+05
 1.948844E-02  1.5276E+05
 2.083314E-02  1.4687E+05
 2.227063E-02  1.4067E+05
 2.380730E-02  1.3424E+05
 2.545001E-02  1.2765E+05
 2.720606E-02  1.2097E+05
 2.908327E-02  1.1427E+05
 3.109002E-02  1.0762E+05
 3.323523E-02  1.0106E+05
 3.552846E-02  9.4666E+04
 3.797993E-02  8.8465E+04
 4.060054E-02  8.2495E+04
 4.340198E-02  7.6786E+04
 4.639671E-02  7.1357E+04
 4.694200E-02  7.0436E+04
 4.766050E-02  6.8835E+04
 4.785210E-02  6.8416E+04
 4.813950E-02  1.1482E+05
 4.885800E-02  1.0917E+05
 4.959809E-02  1.0384E+05
 5.302035E-02  8.4209E+04
 5.667876E-02  7.0124E+04
 6.058959E-02  5.9751E+04
 6.477028E-02  5.1656E+04
 6.923942E-02  4.5072E+04
 7.401695E-02  3.9564E+04
 7.912411E-02  3.4870E+04
 7.938000E-02  3.4660E+04
 8.059500E-02  3.3693E+04
 8.091900E-02  3.3443E+04
 8.140500E-02  3.3941E+04
 8.262000E-02  3.3058E+04
 8.458368E-02  3.1715E+04
 9.041995E-02  2.8242E+04
 9.665893E-02  2.5205E+04
 1.033284E-01  2.2532E+04
 1.104581E-01  2.0173E+04
 1.180797E-01  1.8085E+04
 1.262272E-01  1.6235E+04
 1.349368E-01  1.4590E+04
 1.442475E-01  1.3127E+04
 1.542005E-01  1.1822E+04
 1.648404E-01  1.0657E+04
 1.762144E-01  9.6138E+03
 1.883732E-01  8.6791E+03
 2.013709E-01  7.8389E+03
 2.152655E-01  7.0809E+03
 2.301188E-01  6.3960E+03
 2.459970E-01  5.7760E+03
 2.629708E-01  5.2140E+03
 2.811158E-01  4.7039E+03
 3.005128E-01  4.2408E+03
 3.008600E-01  4.2333E+03
 3.054660E-01  4.1341E+03
 3.066930E-01  4.1082E+03
 3.085350E-01  7.9849E+03
 3.101415E-01  8.0556E+03
 3.113883E-01  8.1123E+03
 3.132585E-01  1.0893E+04
 3.179340E-01  1.1330E+04
 3.212482E-01  1.1660E+04
 3.434143E-01  1.4328E+04
 3.671099E-01  1.7124E+04
 3.924405E-01  1.9135E+04
 4.195189E-01  2.0102E+04
 4.484657E-01  2.0043E+04
 4.794098E-01  1.9155E+04
 4.862760E-01  1.8884E+04
 4.937190E-01  1.8570E+04
 4.957038E-01  1.8483E+04
 4.986810E-01  2.0757E+04
 5.061240E-01  2.0386E+04
 5.105800E-01  2.0159E+04
 5.124891E-01  2.0061E+04
 5.183950E-01  1.9753E+04
 5.204790E-01  1.9644E+04
 5.236050E-01  2.0468E+04
 5.314200E-01  2.0043E+04
 5.478508E-01  1.9147E+04
 5.856525E-01  1.7131E+04
 6.145580E-01  1.5687E+04
 6.239645E-01  1.5241E+04
 6.260625E-01  1.5144E+04
 6.264729E-01  1.5125E+04
 6.302355E-01  1.5611E+04
 6.396420E-01  1.5176E+04
 6.692609E-01  1.3893E+04
 7.154399E-01  1.2143E+04
 7.648052E-01  1.0576E+04
 8.175768E-01  9.1892E+03
 8.739896E-01  7.9676E+03
 9.342948E-01  6.8904E+03
 9.987612E-01  5.9534E+03
 1.067676E+00  5.1061E+03
 1.141345E+00  4.3724E+03
 1.220098E+00  3.7403E+03
 1.304285E+00  3.1728E+03
 1.394281E+00  2.6903E+03
 1.490486E+00  2.2850E+03
 1.593329E+00  1.9439E+03
 1.703269E+00  1.6567E+03
 1.820795E+00  1.4144E+03
 1.946430E+00  1.2097E+03
 2.080733E+00  1.0320E+03
 2.224304E+00  8.7742E+02
 2.377781E+00  7.4700E+02
 2.541848E+00  6.3672E+02
 2.717235E+00  5.4288E+02
 2.904724E+00  4.6348E+02
 2.943724E+00  4.4913E+02
 2.988781E+00  4.3336E+02
 3.000796E+00  4.2925E+02
 3.018819E+00  1.4722E+03
 3.063876E+00  1.4212E+03
 3.083178E+00  1.4002E+03
 3.105150E+00  1.3767E+03
 3.130370E+00  1.3505E+03
 3.142954E+00  1.3377E+03
 3.161831E+00  1.8157E+03
 3.209022E+00  1.7506E+03
 3.319406E+00  1.6082E+03
 3.343662E+00  1.5782E+03
 3.394841E+00  1.5168E+03
 3.408488E+00  1.5009E+03
 3.428960E+00  1.7002E+03
 3.480138E+00  1.6377E+03
 3.548445E+00  1.5587E+03
 3.793288E+00  1.3139E+03
 4.055024E+00  1.1062E+03
 4.334821E+00  9.3069E+02
 4.633924E+00  7.8279E+02
 4.953664E+00  6.5845E+02
 5.295467E+00  5.5418E+02
 5.660855E+00  4.6667E+02
 6.051453E+00  3.9290E+02
 6.469004E+00  3.2949E+02
 6.915365E+00  2.7616E+02
 7.392525E+00  2.3134E+02
 7.902609E+00  1.9401E+02
 8.447890E+00  1.6289E+02
 9.030794E+00  1.3658E+02
 9.653919E+00  1.1366E+02
 1.032004E+01  9.4622E+01
 1.103212E+01  7.8873E+01
 1.179334E+01  6.5829E+01
 1.260708E+01  5.4982E+01
 1.347697E+01  4.5902E+01
 1.440688E+01  3.8263E+01
 1.540095E+01  3.1845E+01
 1.646362E+01  2.6493E+01
 1.759961E+01  2.2073E+01
 1.881398E+01  1.8417E+01
 2.011215E+01  1.5390E+01
 2.149988E+01  1.2881E+01
 2.275550E+01  1.1084E+01
 2.298338E+01  1.0797E+01
 2.310380E+01  1.0650E+01
 2.319668E+01  1.0538E+01
 2.333600E+01  6.4245E+01
 2.368430E+01  6.1662E+01
 2.456923E+01  5.5773E+01
 2.626450E+01  4.6970E+01
 2.807676E+01  3.9467E+01
 3.001405E+01  3.3086E+01
 3.208502E+01  2.7634E+01
 3.429889E+01  2.3081E+01
 3.666551E+01  1.9287E+01
 3.919543E+01  1.6123E+01
 4.189992E+01  1.3483E+01
 4.479101E+01  1.1283E+01
 4.788159E+01  9.4161E+00
 5.118542E+01  7.8348E+00
 5.471721E+01  6.5241E+00
 5.849270E+01  5.4373E+00
 6.252870E+01  4.5359E+00
 6.684318E+01  3.7879E+00
 7.145536E+01  3.1669E+00
 7.638578E+01  2.6504E+00
 8.165640E+01  2.2187E+00
 8.729069E+01  1.8560E+00
 9.331374E+01  1.5561E+00
 9.975239E+01  1.3080E+00
 1.066353E+02  1.1014E+00
 1.139931E+02  9.3047E-01
 1.218587E+02  7.8897E-01
 1.302669E+02  6.7177E-01
 1.392553E+02  5.7461E-01
 1.488640E+02  4.9397E-01
 1.591356E+02  4.2696E-01
 1.701159E+02  3.7119E-01
 1.818539E+02  3.2470E-01
 1.944018E+02  2.8586E-01
 2.078156E+02  2.5334E-01
 2.221548E+02  2.2603E-01
