                 [µ/?]
       E         Total
     (keV)       cm2 g-1
 5.698350E-02  5.0742E+03
 5.783400E-02  5.5498E+03
 6.058959E-02  7.3540E+03
 6.477028E-02  1.0905E+04
 6.923942E-02  1.5328E+04
 7.401695E-02  2.0417E+04
 7.912411E-02  2.5916E+04
 8.458368E-02  3.1507E+04
 9.041995E-02  3.6854E+04
 9.665893E-02  4.1645E+04
 1.033284E-01  4.5631E+04
 1.104581E-01  4.8640E+04
 1.180797E-01  5.0587E+04
 1.262272E-01  5.1468E+04
 1.349368E-01  5.1346E+04
 1.442475E-01  5.0332E+04
 1.542005E-01  4.8566E+04
 1.586620E-01  4.7620E+04
 1.610905E-01  4.7076E+04
 1.617381E-01  4.6928E+04
 1.627095E-01  4.8709E+04
 1.648404E-01  4.8262E+04
 1.651380E-01  4.8199E+04
 1.673590E-01  4.7722E+04
 1.680318E-01  4.7576E+04
 1.690410E-01  4.8196E+04
 1.715640E-01  4.7667E+04
 1.762144E-01  4.6676E+04
 1.883732E-01  4.4033E+04
 2.013709E-01  4.1177E+04
 2.152655E-01  3.8193E+04
 2.268700E-01  3.5807E+04
 2.301188E-01  3.5159E+04
 2.303425E-01  3.5114E+04
 2.312685E-01  3.4931E+04
 2.326575E-01  3.6140E+04
 2.361300E-01  3.5457E+04
 2.459970E-01  3.3574E+04
 2.629708E-01  3.0549E+04
 2.811158E-01  2.7616E+04
 3.005128E-01  2.4817E+04
 3.212482E-01  2.2186E+04
 3.434143E-01  1.9740E+04
 3.671099E-01  1.7490E+04
 3.924405E-01  1.5440E+04
 4.195189E-01  1.3584E+04
 4.484657E-01  1.1916E+04
 4.794098E-01  1.0426E+04
 5.124891E-01  9.1007E+03
 5.478508E-01  7.9275E+03
 5.856525E-01  6.8926E+03
 6.260625E-01  5.9829E+03
 6.692609E-01  5.1852E+03
 7.154399E-01  4.4863E+03
 7.648052E-01  3.8759E+03
 8.175768E-01  3.3446E+03
 8.739896E-01  2.8837E+03
 9.0000000E-01  2.7013E+03
 9.0450000E-01  2.6714E+03
 9.0902250E-01  2.6418E+03
 9.1356761E-01  2.6126E+03
 9.1813545E-01  2.5837E+03
 9.2272613E-01  2.5551E+03
 9.2733976E-01  2.5268E+03
 9.3197646E-01  2.4988E+03
 9.3663634E-01  2.4711E+03
 9.4131952E-01  2.4438E+03
 9.4602612E-01  2.4167E+03
 9.5075625E-01  2.3899E+03
 9.5551003E-01  2.3635E+03
 9.6028758E-01  2.3373E+03
 9.6508902E-01  2.3114E+03
 9.6991446E-01  2.2858E+03
 9.7476404E-01  2.2605E+03
 9.7963786E-01  2.2354E+03
 9.8453605E-01  2.2107E+03
 9.8945873E-01  2.1862E+03
 9.9440602E-01  2.1620E+03
 9.9937805E-01  2.1380E+03
 1.0043749E+00  2.1114E+03
 1.0093968E+00  2.0846E+03
 1.0144438E+00  2.0583E+03
 1.0195160E+00  2.0322E+03
 1.0246136E+00  2.0065E+03
 1.0297367E+00  1.9812E+03
 1.0348853E+00  1.9562E+03
 1.0400598E+00  1.9315E+03
 1.0452601E+00  1.9071E+03
 1.0504864E+00  1.8831E+03
 1.0557388E+00  1.8593E+03
 1.0610175E+00  1.8359E+03
 1.0663226E+00  1.8125E+03
 1.0716542E+00  1.7886E+03
 1.0770125E+00  1.7651E+03
 1.0823975E+00  1.7419E+03
 1.0878095E+00  1.7191E+03
 1.0932486E+00  1.6965E+03
 1.0987148E+00  1.6743E+03
 1.1042084E+00  1.6524E+03
 1.1097294E+00  1.6307E+03
 1.1152781E+00  1.6094E+03
 1.1208545E+00  1.5884E+03
 1.1264587E+00  1.5677E+03
 1.1320910E+00  1.5472E+03
 1.1377515E+00  1.5270E+03
 1.1434402E+00  1.5071E+03
 1.1491574E+00  1.4875E+03
 1.1549032E+00  1.4682E+03
 1.1606777E+00  1.4491E+03
 1.1664811E+00  1.4303E+03
 1.1723135E+00  1.4117E+03
 1.1781751E+00  1.3934E+03
 1.1840660E+00  1.3754E+03
 1.1899863E+00  1.3576E+03
 1.1959362E+00  1.3400E+03
 1.2019159E+00  1.3227E+03
 1.2079255E+00  1.3057E+03
 1.2139651E+00  1.2888E+03
 1.2200350E+00  1.2722E+03
 1.2261351E+00  1.2558E+03
 1.2322658E+00  1.2396E+03
 1.2384271E+00  1.2237E+03
 1.2446193E+00  1.2080E+03
 1.2508424E+00  1.1925E+03
 1.2570966E+00  1.1772E+03
 1.2633821E+00  1.1621E+03
 1.2696990E+00  1.1472E+03
 1.2760475E+00  1.1325E+03
 1.2824277E+00  1.1180E+03
 1.2888399E+00  1.1037E+03
 1.2952840E+00  1.0896E+03
 1.3017605E+00  1.0757E+03
 1.3082693E+00  1.0620E+03
 1.3148106E+00  1.0485E+03
 1.3213847E+00  1.0351E+03
 1.3279916E+00  1.0220E+03
 1.3346316E+00  1.0090E+03
 1.3413047E+00  9.9618E+02
 1.3480112E+00  9.8354E+02
 1.3547513E+00  9.7107E+02
 1.3615250E+00  9.5876E+02
 1.3683327E+00  9.4663E+02
 1.3751743E+00  9.3465E+02
 1.3820502E+00  9.2284E+02
 1.3889605E+00  9.1118E+02
 1.3959053E+00  8.9968E+02
 1.4028848E+00  8.8834E+02
 1.4098992E+00  8.7715E+02
 1.4169487E+00  8.6610E+02
 1.4240335E+00  8.5521E+02
 1.4311536E+00  8.4446E+02
 1.4356568E+00  8.3776E+02
 1.4359431E+00  4.2888E+03
 1.4383094E+00  4.2705E+03
 1.4455009E+00  4.2154E+03
 1.4527284E+00  4.1610E+03
 1.4599921E+00  4.1074E+03
 1.4672920E+00  4.0544E+03
 1.4746285E+00  4.0022E+03
 1.4760494E+00  3.9922E+03
 1.4763506E+00  5.6488E+03
 1.4820016E+00  5.5931E+03
 1.4894117E+00  5.5211E+03
 1.4968587E+00  5.4501E+03
 1.5043430E+00  5.3801E+03
 1.5118647E+00  5.3109E+03
 1.5194240E+00  5.2426E+03
 1.5270212E+00  5.1752E+03
 1.5346563E+00  5.1087E+03
 1.5423295E+00  5.0431E+03
 1.5500412E+00  4.9783E+03
 1.5577914E+00  4.9143E+03
 1.5655804E+00  4.8512E+03
 1.5734083E+00  4.7888E+03
 1.5812753E+00  4.7273E+03
 1.5891817E+00  4.6666E+03
 1.5971276E+00  4.6067E+03
 1.6051132E+00  4.5475E+03
 1.6131388E+00  4.4891E+03
 1.6212045E+00  4.4315E+03
 1.6293105E+00  4.3746E+03
 1.6374571E+00  4.3185E+03
 1.6456443E+00  4.2631E+03
 1.6524595E+00  4.2177E+03
 1.6538726E+00  4.2084E+03
 1.6553406E+00  4.8150E+03
 1.6621419E+00  4.7659E+03
 1.6704526E+00  4.7069E+03
 1.6788049E+00  4.6485E+03
 1.6871989E+00  4.5910E+03
 1.6956349E+00  4.5341E+03
 1.7041131E+00  4.4780E+03
 1.7126337E+00  4.4225E+03
 1.7211968E+00  4.3678E+03
 1.7298028E+00  4.3137E+03
 1.7384518E+00  4.2606E+03
 1.7471441E+00  4.2084E+03
 1.7558798E+00  4.1569E+03
 1.7646592E+00  4.1061E+03
 1.7734825E+00  4.0560E+03
 1.7823499E+00  4.0065E+03
 1.7912617E+00  3.9577E+03
 1.8002180E+00  3.9095E+03
 1.8092191E+00  3.8620E+03
 1.8182652E+00  3.8150E+03
 1.8273565E+00  3.7687E+03
 1.8364933E+00  3.7229E+03
 1.8456757E+00  3.6778E+03
 1.8549041E+00  3.6332E+03
 1.8641786E+00  3.5892E+03
 1.8734995E+00  3.5454E+03
 1.8828670E+00  3.5020E+03
 1.8922814E+00  3.4591E+03
 1.9017428E+00  3.4168E+03
 1.9112515E+00  3.3750E+03
 1.9208077E+00  3.3337E+03
 1.9304118E+00  3.2927E+03
 1.9400638E+00  3.2522E+03
 1.9497642E+00  3.2122E+03
 1.9595130E+00  3.1727E+03
 1.9693105E+00  3.1337E+03
 1.9791571E+00  3.0952E+03
 1.9890529E+00  3.0571E+03
 1.9989981E+00  3.0196E+03
 2.0089931E+00  2.9825E+03
 2.0190381E+00  2.9458E+03
 2.0291333E+00  2.9096E+03
 2.0392790E+00  2.8739E+03
 2.0494754E+00  2.8386E+03
 2.0597227E+00  2.8037E+03
 2.0700213E+00  2.7693E+03
 2.0803714E+00  2.7353E+03
 2.0907733E+00  2.7017E+03
 2.1012272E+00  2.6686E+03
 2.1117333E+00  2.6358E+03
 2.1222920E+00  2.6034E+03
 2.1329034E+00  2.5715E+03
 2.1435680E+00  2.5399E+03
 2.1542858E+00  2.5086E+03
 2.1650572E+00  2.4775E+03
 2.1758825E+00  2.4468E+03
 2.1867619E+00  2.4164E+03
 2.1976957E+00  2.3864E+03
 2.2086842E+00  2.3568E+03
 2.2197276E+00  2.3276E+03
 2.2308263E+00  2.2987E+03
 2.2419804E+00  2.2701E+03
 2.2531903E+00  2.2419E+03
 2.2644562E+00  2.2141E+03
 2.2757785E+00  2.1866E+03
 2.2871574E+00  2.1594E+03
 2.2985932E+00  2.1326E+03
 2.3100862E+00  2.1061E+03
 2.3216366E+00  2.0799E+03
 2.3332448E+00  2.0541E+03
 2.3449110E+00  2.0286E+03
 2.3566356E+00  2.0034E+03
 2.3684187E+00  1.9785E+03
 2.3802608E+00  1.9539E+03
 2.3921621E+00  1.9296E+03
 2.4041230E+00  1.9056E+03
 2.4161436E+00  1.8819E+03
 2.4282243E+00  1.8585E+03
 2.4403654E+00  1.8354E+03
 2.4525672E+00  1.8126E+03
 2.4648301E+00  1.7900E+03
 2.4771542E+00  1.7678E+03
 2.4895400E+00  1.7458E+03
 2.5019877E+00  1.7241E+03
 2.5144976E+00  1.7027E+03
 2.5270701E+00  1.6815E+03
 2.5397055E+00  1.6606E+03
 2.5524040E+00  1.6399E+03
 2.5651660E+00  1.6195E+03
 2.5779919E+00  1.5994E+03
 2.5908818E+00  1.5795E+03
 2.6038362E+00  1.5599E+03
 2.6168554E+00  1.5405E+03
 2.6299397E+00  1.5214E+03
 2.6430894E+00  1.5025E+03
 2.6563048E+00  1.4838E+03
 2.6695863E+00  1.4654E+03
 2.6829343E+00  1.4472E+03
 2.6963489E+00  1.4292E+03
 2.7098307E+00  1.4115E+03
 2.7233798E+00  1.3939E+03
 2.7369967E+00  1.3766E+03
 2.7506817E+00  1.3595E+03
 2.7644351E+00  1.3427E+03
 2.7782573E+00  1.3260E+03
 2.7921486E+00  1.3096E+03
 2.8061093E+00  1.2933E+03
 2.8201399E+00  1.2773E+03
 2.8342406E+00  1.2615E+03
 2.8484118E+00  1.2458E+03
 2.8626539E+00  1.2304E+03
 2.8769671E+00  1.2151E+03
 2.8913520E+00  1.1999E+03
 2.9058087E+00  1.1848E+03
 2.9203378E+00  1.1699E+03
 2.9349394E+00  1.1553E+03
 2.9496141E+00  1.1408E+03
 2.9643622E+00  1.1264E+03
 2.9791840E+00  1.1122E+03
 2.9940799E+00  1.0982E+03
 3.0090503E+00  1.0838E+03
 3.0240956E+00  1.0693E+03
 3.0392161E+00  1.0550E+03
 3.0544122E+00  1.0408E+03
 3.0696842E+00  1.0268E+03
 3.0850326E+00  1.0129E+03
 3.1004578E+00  9.9934E+02
 3.1159601E+00  9.8591E+02
 3.1315399E+00  9.7268E+02
 3.1471976E+00  9.5962E+02
 3.1629336E+00  9.4674E+02
 3.1787482E+00  9.3402E+02
 3.1946420E+00  9.2147E+02
 3.2106152E+00  9.0910E+02
 3.2266683E+00  8.9691E+02
 3.2428016E+00  8.8488E+02
 3.2590156E+00  8.7302E+02
