                 [µ/?]
       E         Total
     (keV)       cm2 g-1
 5.527500E-03  1.6925E+03
 5.610000E-03  1.7494E+03
 1.069000E-02  4.9912E+03
 1.142761E-02  5.3817E+03
 1.221612E-02  5.7893E+03
 1.305903E-02  6.2168E+03
 1.396010E-02  6.6666E+03
 1.492335E-02  7.1413E+03
 1.595306E-02  7.6430E+03
 1.705382E-02  8.1735E+03
 1.823053E-02  8.7342E+03
 1.948844E-02  9.3260E+03
 2.083314E-02  9.9489E+03
 2.087400E-02  9.9677E+03
 2.119350E-02  1.0114E+04
 2.127870E-02  1.0153E+04
 2.140650E-02  2.1994E+05
 2.172600E-02  2.0874E+05
 2.227063E-02  1.9139E+05
 2.380730E-02  1.5198E+05
 2.545001E-02  1.1994E+05
 2.720606E-02  9.4305E+04
 2.908327E-02  7.4545E+04
 3.109002E-02  5.9727E+04
 3.323523E-02  4.8839E+04
 3.552846E-02  4.0958E+04
 3.665200E-02  3.8087E+04
 3.721300E-02  3.6842E+04
 3.736260E-02  3.6529E+04
 3.758700E-02  3.6238E+04
 3.797993E-02  3.5484E+04
 3.814800E-02  3.5176E+04
 4.060054E-02  3.1510E+04
 4.340198E-02  2.8716E+04
 4.639671E-02  2.6760E+04
 4.959809E-02  2.5388E+04
 5.302035E-02  2.4410E+04
 5.667876E-02  2.3649E+04
 6.058959E-02  2.3068E+04
 6.477028E-02  2.2601E+04
 6.923942E-02  2.2203E+04
 7.401695E-02  2.1842E+04
 7.912411E-02  2.1498E+04
 8.458368E-02  2.1158E+04
 9.041995E-02  2.0813E+04
 9.665893E-02  2.0462E+04
 1.0000000E-01  2.0279E+04
 1.0050000E-01  2.0252E+04
 1.0100250E-01  2.0225E+04
 1.0150751E-01  2.0198E+04
 1.0201505E-01  2.0171E+04
 1.0252513E-01  2.0144E+04
 1.0303775E-01  2.0116E+04
 1.0355294E-01  2.0049E+04
 1.0407070E-01  1.9945E+04
 1.0459106E-01  1.9842E+04
 1.0511401E-01  1.9738E+04
 1.0563958E-01  1.9634E+04
 1.0616778E-01  1.9531E+04
 1.0669862E-01  1.9427E+04
 1.0723211E-01  1.9323E+04
 1.0776827E-01  1.9219E+04
 1.0830712E-01  1.9116E+04
 1.0884865E-01  1.9012E+04
 1.0939289E-01  1.8909E+04
 1.0993986E-01  1.8805E+04
 1.1048956E-01  1.8701E+04
 1.1104201E-01  1.8598E+04
 1.1159722E-01  1.8494E+04
 1.1215520E-01  1.8391E+04
 1.1271598E-01  1.8288E+04
 1.1327956E-01  1.8184E+04
 1.1384596E-01  1.8081E+04
 1.1441519E-01  1.7978E+04
 1.1498726E-01  1.7875E+04
 1.1556220E-01  1.7772E+04
 1.1614001E-01  1.7669E+04
 1.1672071E-01  1.7566E+04
 1.1730431E-01  1.7463E+04
 1.1789083E-01  1.7361E+04
 1.1848029E-01  1.7258E+04
 1.1907269E-01  1.7156E+04
 1.1966805E-01  1.7054E+04
 1.2026639E-01  1.6952E+04
 1.2086772E-01  1.6850E+04
 1.2147206E-01  1.6748E+04
 1.2207942E-01  1.6646E+04
 1.2268982E-01  1.6545E+04
 1.2330327E-01  1.6443E+04
 1.2391979E-01  1.6342E+04
 1.2453939E-01  1.6241E+04
 1.2516208E-01  1.6140E+04
 1.2578789E-01  1.6039E+04
 1.2641683E-01  1.5939E+04
 1.2704892E-01  1.5838E+04
 1.2768416E-01  1.5738E+04
 1.2832258E-01  1.5638E+04
 1.2896419E-01  1.5539E+04
 1.2897987E-01  1.5536E+04
 1.2902012E-01  6.3194E+04
 1.2960902E-01  6.0137E+04
 1.3025706E-01  5.7001E+04
 1.3090835E-01  5.4071E+04
 1.3156289E-01  5.1334E+04
 1.3222070E-01  4.8776E+04
 1.3288181E-01  4.6386E+04
 1.3354621E-01  4.4152E+04
 1.3421395E-01  4.2062E+04
 1.3488502E-01  4.0109E+04
 1.3555944E-01  3.8282E+04
 1.3623724E-01  3.6572E+04
 1.3691842E-01  3.4973E+04
 1.3760302E-01  3.3475E+04
 1.3829103E-01  3.2074E+04
 1.3898249E-01  3.0761E+04
 1.3967740E-01  2.9531E+04
 1.4037579E-01  2.8378E+04
 1.4107766E-01  2.7297E+04
 1.4178305E-01  2.6284E+04
 1.4249197E-01  2.5338E+04
 1.4320443E-01  2.4467E+04
 1.4392045E-01  2.3664E+04
 1.4464005E-01  2.2923E+04
 1.4536325E-01  2.2237E+04
 1.4609007E-01  2.1601E+04
 1.4682052E-01  2.1010E+04
 1.4755462E-01  2.0460E+04
 1.4829239E-01  1.9947E+04
 1.4903386E-01  1.9468E+04
 1.4977903E-01  1.9019E+04
 1.5052792E-01  1.8598E+04
 1.5128056E-01  1.8203E+04
 1.5203696E-01  1.7830E+04
 1.5279715E-01  1.7479E+04
 1.5356113E-01  1.7147E+04
 1.5432894E-01  1.6833E+04
 1.5510058E-01  1.6535E+04
 1.5587609E-01  1.6251E+04
 1.5665547E-01  1.5982E+04
 1.5743875E-01  1.5725E+04
 1.5822594E-01  1.5481E+04
 1.5901707E-01  1.5246E+04
 1.5981215E-01  1.5022E+04
 1.6061121E-01  1.4808E+04
 1.6141427E-01  1.4601E+04
 1.6222134E-01  1.4403E+04
 1.6303245E-01  1.4212E+04
 1.6384761E-01  1.4029E+04
 1.6466685E-01  1.3851E+04
 1.6549018E-01  1.3680E+04
 1.6631763E-01  1.3514E+04
 1.6714922E-01  1.3354E+04
 1.6798497E-01  1.3198E+04
 1.6882489E-01  1.3048E+04
 1.6966902E-01  1.2901E+04
 1.7051736E-01  1.2759E+04
 1.7136995E-01  1.2621E+04
 1.7222680E-01  1.2486E+04
 1.7308793E-01  1.2355E+04
 1.7395337E-01  1.2227E+04
 1.7482314E-01  1.2102E+04
 1.7569726E-01  1.1980E+04
 1.7657574E-01  1.1861E+04
 1.7745862E-01  1.1745E+04
 1.7834591E-01  1.1631E+04
 1.7923764E-01  1.1520E+04
 1.8013383E-01  1.1411E+04
 1.8103450E-01  1.1304E+04
 1.8193967E-01  1.1199E+04
 1.8284937E-01  1.1096E+04
 1.8376362E-01  1.0996E+04
 1.8468244E-01  1.0897E+04
 1.8560585E-01  1.0800E+04
 1.8653388E-01  1.0704E+04
 1.8746655E-01  1.0611E+04
 1.8840388E-01  1.0519E+04
 1.8934590E-01  1.0428E+04
 1.9029263E-01  1.0339E+04
 1.9124409E-01  1.0252E+04
 1.9220031E-01  1.0165E+04
 1.9316131E-01  1.0081E+04
 1.9412712E-01  9.9973E+03
 1.9509776E-01  9.9152E+03
 1.9607325E-01  9.8344E+03
 1.9705361E-01  9.7548E+03
 1.9803888E-01  9.6764E+03
 1.9902907E-01  9.5992E+03
 2.0002422E-01  9.5231E+03
 2.0102434E-01  9.4481E+03
 2.0202946E-01  9.3742E+03
 2.0303961E-01  9.3014E+03
 2.0405481E-01  9.2296E+03
 2.0507508E-01  9.1589E+03
 2.0610046E-01  9.0891E+03
 2.0713096E-01  9.0204E+03
 2.0816661E-01  8.9526E+03
 2.0920745E-01  8.8858E+03
 2.1025348E-01  8.8199E+03
 2.1130475E-01  8.7549E+03
 2.1236128E-01  8.6908E+03
 2.1342308E-01  8.6277E+03
 2.1449020E-01  8.5654E+03
 2.1556265E-01  8.5040E+03
 2.1664046E-01  8.4434E+03
 2.1772366E-01  8.3837E+03
 2.1881228E-01  8.3248E+03
 2.1990634E-01  8.2667E+03
 2.2100588E-01  8.2094E+03
 2.2211090E-01  8.1530E+03
 2.2322146E-01  8.0973E+03
 2.2433757E-01  8.0424E+03
 2.2545925E-01  7.9883E+03
 2.2658655E-01  7.9349E+03
 2.2771948E-01  7.8823E+03
 2.2885808E-01  7.8304E+03
 2.3000237E-01  7.7793E+03
 2.3115238E-01  7.7289E+03
 2.3230814E-01  7.6792E+03
 2.3346969E-01  7.6302E+03
 2.3463703E-01  7.5820E+03
 2.3581022E-01  7.5344E+03
 2.3698927E-01  7.4875E+03
 2.3817422E-01  7.4413E+03
 2.3936509E-01  7.3958E+03
 2.4056191E-01  7.3509E+03
 2.4176472E-01  7.3067E+03
 2.4297355E-01  7.2632E+03
 2.4418841E-01  7.2203E+03
 2.4540936E-01  7.1781E+03
 2.4663640E-01  7.1364E+03
 2.4723820E-01  7.1163E+03
 2.4756180E-01  8.2978E+03
 2.4786959E-01  8.2873E+03
 2.4910893E-01  8.2456E+03
 2.5035448E-01  8.2046E+03
 2.5160625E-01  8.1641E+03
 2.5286428E-01  8.1242E+03
 2.5412860E-01  8.0850E+03
 2.5539925E-01  8.0463E+03
 2.5667624E-01  8.0082E+03
 2.5795962E-01  7.9706E+03
 2.5924942E-01  7.9337E+03
 2.6054567E-01  7.8972E+03
 2.6184840E-01  7.8614E+03
 2.6315764E-01  7.8261E+03
 2.6447343E-01  7.7913E+03
 2.6540451E-01  7.7671E+03
 2.6579579E-01  8.1065E+03
 2.6712477E-01  8.0727E+03
 2.6846040E-01  8.0393E+03
 2.6980270E-01  8.0065E+03
 2.7115171E-01  7.9742E+03
 2.7250747E-01  7.9424E+03
 2.7387001E-01  7.9111E+03
 2.7523936E-01  7.8802E+03
 2.7661556E-01  7.8497E+03
 2.7799863E-01  7.8197E+03
 2.7938863E-01  7.7901E+03
 2.8078557E-01  7.7609E+03
 2.8218950E-01  7.7321E+03
 2.8360044E-01  7.7036E+03
 2.8501845E-01  7.6756E+03
 2.8644354E-01  7.6480E+03
 2.8787576E-01  7.6207E+03
 2.8931514E-01  7.5939E+03
 2.9076171E-01  7.5673E+03
 2.9221552E-01  7.5411E+03
 2.9367660E-01  7.5153E+03
 2.9514498E-01  7.4898E+03
 2.9662071E-01  7.4646E+03
 2.9810381E-01  7.4397E+03
 2.9959433E-01  7.4151E+03
 3.0109230E-01  7.3909E+03
 3.0259776E-01  7.3669E+03
 3.0411075E-01  7.3432E+03
 3.0563130E-01  7.3198E+03
 3.0715946E-01  7.2966E+03
 3.0869526E-01  7.2737E+03
 3.1023873E-01  7.2510E+03
 3.1178993E-01  7.2286E+03
 3.1334888E-01  7.2064E+03
 3.1491562E-01  7.1845E+03
 3.1649020E-01  7.1627E+03
 3.1807265E-01  7.1412E+03
 3.1966301E-01  7.1198E+03
 3.2126133E-01  7.0986E+03
 3.2286764E-01  7.0777E+03
 3.2448197E-01  7.0569E+03
 3.2610438E-01  7.0362E+03
 3.2773491E-01  7.0157E+03
 3.2937358E-01  6.9954E+03
 3.3102045E-01  6.9752E+03
 3.3267555E-01  6.9551E+03
 3.3433893E-01  6.9352E+03
 3.3601062E-01  6.9154E+03
 3.3769068E-01  6.8956E+03
 3.3937913E-01  6.8760E+03
 3.4107602E-01  6.8565E+03
 3.4278140E-01  6.8371E+03
 3.4449531E-01  6.8177E+03
 3.4532318E-01  6.8084E+03
 3.4607681E-01  7.2235E+03
 3.4621779E-01  7.2218E+03
 3.4794888E-01  7.2014E+03
 3.4968862E-01  7.1810E+03
 3.5143706E-01  7.1607E+03
 3.5319425E-01  7.1404E+03
 3.5496022E-01  7.1202E+03
 3.5673502E-01  7.1000E+03
 3.5851870E-01  7.0798E+03
 3.6031129E-01  7.0596E+03
 3.6211285E-01  7.0395E+03
 3.6392341E-01  7.0194E+03
 3.6574303E-01  6.9992E+03
 3.6757174E-01  6.9791E+03
 3.6940960E-01  6.9589E+03
 3.7125665E-01  6.9387E+03
 3.7311293E-01  6.9185E+03
 3.7497850E-01  6.8983E+03
 3.7685339E-01  6.8780E+03
 3.7873766E-01  6.8577E+03
 3.8063135E-01  6.8373E+03
 3.8253450E-01  6.8169E+03
 3.8444718E-01  6.7964E+03
 3.8636941E-01  6.7759E+03
 3.8830126E-01  6.7552E+03
 3.9024276E-01  6.7345E+03
 3.9219398E-01  6.7137E+03
 3.9415495E-01  6.6928E+03
 3.9612572E-01  6.6718E+03
 3.9810635E-01  6.6507E+03
 4.0009688E-01  6.6294E+03
 4.0209737E-01  6.6081E+03
 4.0410785E-01  6.5866E+03
 4.0612839E-01  6.5650E+03
 4.0815904E-01  6.5433E+03
 4.1019983E-01  6.5215E+03
 4.1225083E-01  6.4995E+03
 4.1431208E-01  6.4774E+03
 4.1638364E-01  6.4552E+03
 4.1846556E-01  6.4329E+03
 4.2055789E-01  6.4105E+03
 4.2266068E-01  6.3879E+03
 4.2477398E-01  6.3652E+03
 4.2689785E-01  6.3424E+03
 4.2903234E-01  6.3194E+03
 4.3117750E-01  6.2963E+03
 4.3333339E-01  6.2731E+03
 4.3550006E-01  6.2497E+03
 4.3767756E-01  6.2262E+03
 4.3986595E-01  6.2025E+03
 4.4206528E-01  6.1787E+03
 4.4427560E-01  6.1548E+03
 4.4649698E-01  6.1308E+03
 4.4872947E-01  6.1066E+03
 4.5097311E-01  6.0823E+03
 4.5322798E-01  6.0578E+03
 4.5549412E-01  6.0332E+03
 4.5777159E-01  6.0085E+03
 4.6006045E-01  5.9836E+03
 4.6236075E-01  5.9586E+03
 4.6467255E-01  5.9335E+03
 4.6699592E-01  5.9082E+03
 4.6933090E-01  5.8828E+03
 4.7167755E-01  5.8573E+03
 4.7403594E-01  5.8316E+03
 4.7640612E-01  5.8058E+03
 4.7878815E-01  5.7799E+03
 4.8118209E-01  5.7539E+03
 4.8358800E-01  5.7278E+03
 4.8600594E-01  5.7015E+03
 4.8843597E-01  5.6752E+03
 4.9087815E-01  5.6487E+03
 4.9333254E-01  5.6221E+03
 4.9579920E-01  5.5953E+03
 4.9827820E-01  5.5685E+03
 5.0076959E-01  5.5416E+03
 5.0327344E-01  5.5146E+03
 5.0578980E-01  5.4875E+03
 5.0831875E-01  5.4602E+03
 5.1086035E-01  5.4329E+03
 5.1341465E-01  5.4055E+03
 5.1598172E-01  5.3780E+03
 5.1856163E-01  5.3504E+03
 5.2115444E-01  5.3227E+03
 5.2376021E-01  5.2948E+03
 5.2637901E-01  5.2668E+03
 5.2901091E-01  5.2387E+03
 5.3165596E-01  5.2105E+03
 5.3431424E-01  5.1821E+03
 5.3698581E-01  5.1537E+03
 5.3967074E-01  5.1252E+03
 5.4236910E-01  5.0966E+03
 5.4508094E-01  5.0678E+03
 5.4780635E-01  5.0391E+03
 5.5054538E-01  5.0102E+03
 5.5329810E-01  4.9813E+03
 5.5606460E-01  4.9523E+03
 5.5884492E-01  4.9232E+03
 5.6163914E-01  4.8941E+03
 5.6444734E-01  4.8649E+03
 5.6726958E-01  4.8357E+03
 5.7010592E-01  4.8064E+03
 5.7295645E-01  4.7771E+03
 5.7582123E-01  4.7478E+03
 5.7870034E-01  4.7185E+03
 5.8159384E-01  4.6891E+03
 5.8450181E-01  4.6597E+03
 5.8742432E-01  4.6303E+03
 5.9036144E-01  4.6009E+03
 5.9331325E-01  4.5715E+03
 5.9627982E-01  4.5421E+03
 5.9926122E-01  4.5127E+03
 6.0225752E-01  4.4833E+03
 6.0526881E-01  4.4539E+03
 6.0829515E-01  4.4246E+03
 6.1133663E-01  4.3952E+03
 6.1439331E-01  4.3659E+03
 6.1746528E-01  4.3367E+03
 6.2055260E-01  4.3074E+03
 6.2365537E-01  4.2782E+03
 6.2677364E-01  4.2491E+03
 6.2990751E-01  4.2200E+03
 6.3305705E-01  4.1909E+03
 6.3622234E-01  4.1619E+03
 6.3940345E-01  4.1330E+03
 6.4260046E-01  4.1041E+03
 6.4581347E-01  4.0753E+03
 6.4904253E-01  4.0465E+03
 6.5228775E-01  4.0179E+03
 6.5554919E-01  3.9893E+03
 6.5882693E-01  3.9607E+03
 6.6212107E-01  3.9323E+03
 6.6543167E-01  3.9039E+03
 6.6875883E-01  3.8757E+03
 6.7210262E-01  3.8475E+03
 6.7546314E-01  3.8194E+03
 6.7884045E-01  3.7914E+03
 6.8223466E-01  3.7635E+03
 6.8564583E-01  3.7357E+03
 6.8907406E-01  3.7081E+03
 6.9251943E-01  3.6805E+03
 6.9598202E-01  3.6530E+03
 6.9946194E-01  3.6256E+03
 7.0295924E-01  3.5984E+03
 7.0647404E-01  3.5712E+03
 7.1000641E-01  3.5442E+03
 7.1355644E-01  3.5173E+03
 7.1712423E-01  3.4905E+03
 7.2070985E-01  3.4638E+03
 7.2431340E-01  3.4372E+03
 7.2793496E-01  3.4108E+03
 7.3157464E-01  3.3845E+03
 7.3523251E-01  3.3583E+03
 7.3890867E-01  3.3323E+03
 7.4260322E-01  3.3064E+03
 7.4631623E-01  3.2806E+03
 7.5004781E-01  3.2549E+03
 7.5379805E-01  3.2294E+03
 7.5756704E-01  3.2041E+03
 7.6135488E-01  3.1788E+03
 7.6516165E-01  3.1537E+03
 7.6898746E-01  3.1288E+03
 7.7283240E-01  3.1039E+03
 7.7669656E-01  3.0793E+03
 7.8058004E-01  3.0547E+03
 7.8448294E-01  3.0303E+03
 7.8840536E-01  3.0061E+03
 7.9234738E-01  2.9820E+03
 7.9630912E-01  2.9580E+03
 8.0029067E-01  2.9342E+03
 8.0429212E-01  2.9106E+03
 8.0831358E-01  2.8870E+03
 8.1235515E-01  2.8637E+03
 8.1641693E-01  2.8404E+03
 8.2049901E-01  2.8174E+03
 8.2460150E-01  2.7944E+03
 8.2872451E-01  2.7717E+03
 8.3286813E-01  2.7490E+03
 8.3703248E-01  2.7266E+03
 8.4121764E-01  2.7042E+03
 8.4542373E-01  2.6820E+03
 8.4965084E-01  2.6600E+03
 8.5389910E-01  2.6381E+03
 8.5816859E-01  2.6164E+03
 8.6245944E-01  2.5948E+03
 8.6677173E-01  2.5734E+03
 8.7110559E-01  2.5521E+03
 8.7546112E-01  2.5310E+03
 8.7983843E-01  2.5100E+03
 8.8423762E-01  2.4891E+03
 8.8865881E-01  2.4684E+03
 8.9310210E-01  2.4479E+03
 8.9756761E-01  2.4275E+03
 9.0205545E-01  2.4073E+03
 9.0656573E-01  2.3872E+03
 9.1109856E-01  2.3672E+03
 9.1565405E-01  2.3474E+03
 9.2023232E-01  2.3277E+03
 9.2483348E-01  2.3082E+03
 9.2945765E-01  2.2889E+03
 9.3410494E-01  2.2696E+03
 9.3877546E-01  2.2506E+03
